id,CompanyName,address,phone,representative,email,description,sector,ProductAndService,Market,Masothue,Year,Scale,Capacity,Price
company_11,Doanh Nghiệp Tư Nhân Nguyễn Khả,"ấp Vĩnh Lợi 1, X. Châu Phong, H. Tân Châu, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Gạo - Công Ty Và Đại Lý Gạo,Gạo - Công Ty Và Đại Lý Gạo,No tax code,No year,No scale,156.4206756825469,532.3168579192869
company_12,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,119.92050102066334,813.6577052638969
company_13,ánh Tuyết - Công Ty TNHH ánh Tuyết,"X. Tân Đông,ấp 1, H. Thạnh Hóa, Long An",No phone,No representative,No email,No description,"Thực Phẩm - Cung Cấp Thực Phẩm, Công Ty Thực Phẩm","Thực Phẩm - Cung Cấp Thực Phẩm, Công Ty Thực Phẩm;Xay Xát - Nhà Máy Xay Xát Lúa Gạo",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,88.87791644192498,1145.7059443057003
company_14,Doanh Nghiệp Tư Nhân Anh Tuấn,"204 Tổ 18,Khóm 2, P. 6, Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,69.33218771620076,1256.3551384917032
company_15,Doanh Nghiệp Tư Nhân Ba Vinh,"15/3 Khóm 3,TT. Lai Vung, H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.84880202786125,799.0948400183224
company_16,Doanh Nghiệp Tư Nhân Thành Thân Xay Xát,"Khu Phố Lâm Giáo,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,138.68679108606835,1429.384700422186
company_17,Doanh Nghiệp Tư Nhân Lê Minh Hoàng Xay Xát,"Khu Phố Lập Hòa,TT. Ma Lâm, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,150.36480867720238,922.1217175044061
company_18,Doanh Nghiệp Tư Nhân Phú Lợi,"ấp Cây Cách, X. Bình Phú,H. Càng Long, Trà Vinh",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,179.9766076707471,1422.2921129755775
company_19,Doanh Nghiệp Tư Nhân Tấn Hữu,"234 ấp Tân Lợi A, X. Tân Dương,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,109.8458184666614,1082.170054230799
company_20,Nhà Máy Xay Hải Phòng,"46 Bạch Đằng, P. Hạ Lý, Q. Hồng Bàng, Tp. Hải Phòng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,190.21250307339574,2235.8381415668296
company_21,Đức Tạo - Công Ty TNHH Đức Tạo,"ấp Bình Hưng 2,X. Bình Mỹ, H. Châu Phú, An Giang",No phone,No representative,No email,No description,Thực Phẩm - Nhập Khẩu Và Phân Phối,Thực Phẩm - Nhập Khẩu Và Phân Phối;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,111.29409914038139,1622.6688706027608
company_22,Nhà Máy Xay Xát Thế Đào,"Lô 7,Khu B, TT. Hậu Nghĩa, H. Đức Hòa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,175.46796468367566,1038.5412369057676
company_23,Nhà Máy Xay Nam Định,"1 Bến Ngự, P. Phan Đình Phùng, Nam Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,139.10673878766565,1597.9417219841087
company_24,Doanh Nghiệp Tư Nhân Bảy Trung,"Quốc Lộ 28, Thôn Thuận Điền,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,184.75393182381885,1220.1204964939018
company_25,Doanh Nghiệp Tư Nhân Thuận Toan,"TT. Phú Long,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,92.5097609161817,2459.6300991341654
company_26,Doanh Nghiệp Tư Nhân Mỹ Xuân,"83/4 ấp Mỹ Xuân,X. Dương Xuân Hội, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,99.00235123625232,1264.9865361442894
company_27,Doanh Nghiệp Tư Nhân Minh Tâm,"ấp 6, X. Nhị Thành, H. Thủ Thừa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,59.03586846938516,679.2958285519654
company_28,Doanh Nghiệp Tư Nhân Phước Thành,"375 Nguyễn Đình Chiểu, P. 3, TX. Tân An, Long An",No phone,No representative,No email,"Doanh Nghiệp Tư Nhân Phước Thành chuyên cung cấp các sản phẩm thóc gạo với chất lượng tốt nhất, giá cả rẻ nhất thị trường để các sản phẩm của chúng tôi có thể đáp ứng được tất cả các mong muốn của khách hàng. Chúng tôi chuyên cung cấp các dịch vụ: say xát lúa gạo, dịch vụ đánh bóng gạo, sàng lọc gạo, thu mua sản phẩm thóc gạo..",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Công ty thương mại;Nội tỉnh và lân cận,Nội tỉnh và lân cận,Từ 11  - 50 người,Doanh Nghiệp Tư Nhân Phước Thành,Công ty thương mại,185.1254208756273,835.6965083987346
company_29,Cơ Sở Hùng Lợi,"TK37/1 Nguyễn Cảnh Chân, P. Cầu Kho, Q. 1, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Máy Móc - Các Loại,Máy Móc - Các Loại;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,82.01665366449436,1366.323126403543
company_30,Doanh Nghiệp Tư Nhân Duy Xuân Xay Xát,"Thôn Phú Lập, X. Hàm Phú,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,62.488607190685606,1260.42734727237
company_31,Nhà Máy Xay Xát Nguyễn Văn Của,"X. Tuyên Thạnh,ấp Cái Cát, H. Mộc Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.70939629789538,1021.2160422806495
company_32,Doanh Nghiệp Tư Nhân Tám Trang,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,137.87618359291272,1190.0908944963355
company_33,Doanh Nghiệp Tư Nhân Trần ánh Loan,"ấp Thới Thuận B, TT. Thới Lai, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,93.91414286917417,1756.5110945120864
company_34,Nhà Máy Xay Xát Nguyễn Quang Cang,"ấp 3, X. Nhị Thành, H. Thủ Thừa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,131.54090510776868,1694.0098580040124
company_35,Thắng Lợi - DNTN-Nhà Máy,"ấp Thạnh Phước 1,X. Trung An, H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,112.80268293636028,2045.0597684753982
company_36,Doanh Nghiệp Tư Nhân Lý Tưởng,"140A X. Long Thắng,ấp Hòa Bình, H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,138.1204515731871,1049.3346892430973
company_37,Doanh Nghiệp Tư Nhân Mười Xương Xay Xát,"Thôn 1, X. Hàm Đức,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,180.93701779499204,537.8048066793065
company_38,Doanh Nghiệp Tư Nhân Ngô Kiều,"162 P. Ba Lang,Q. Cái Răng, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,136.9579433703683,1726.7202753004724
company_39,Đại Thành - Công Ty TNHH Đại Thành,"ấp Khu 2, H. Mỹ Xuyên, X. Thạnh Phú, Sóc Trăng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,161.9598822758496,600.7829953604431
company_40,Quang Minh - Công Ty TNHH Quang Minh,"ấp Thới Khánh, X. Thới Thạnh, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,163.88914070319623,1638.112475299556
company_41,Dũng Liêm - Nhà Máy Xay Lúa,"113 Tố 11, ấp Lân Thạnh 1, X. Trung Kiên,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,95.13266405770257,1655.616702518433
company_42,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,130.51081079280124,560.2045200574106
company_43,Doanh Nghiệp Tư Nhân Đình Phúc,"Tổ 17, Thôn Trà Quang Nam, TT. Phù Mỹ, H. Phù Mỹ, Bình Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.54441291684049,1123.3587969622195
company_44,Thịnh Vượng - Công Ty TNHH Thịnh Vượng,"ấp Bình Hòa, X. Bình Lãng, H. Tân Trụ, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,123.26196668678904,1542.3296760600786
company_45,Doanh Nghiệp Tư Nhân Văn Hoa,"86/1B Võ Tánh, TT. Cái Răng, H. Châu Thành, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,84.20102557554095,2455.199242673039
company_46,Doanh Nghiệp Tư Nhân Duy Xuân Xay Xát,"Thôn Phú Lập, X. Hàm Phú,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,117.39993703961524,2084.0316171198187
company_47,Ngọc Lựu - Công Ty TNHH Ngọc Lựu,"Tổ 14, ấp Bình Phú 2,X. Bình Hòa, H. Châu Thành, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.483007732172666,934.9358177175162
company_48,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,157.77203591126275,2187.051782325631
company_49,Cơ Sở Nguyễn Thị Tư,"27/36/12/1 Bùi Tư Toàn, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,77.55039620325466,1215.789319096053
company_50,Doanh Nghiệp Tư Nhân Hưng Phát,"X. Thạnh Phước,H. Thạnh Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,102.64252325388613,1263.9524500906036
company_51,Doanh Nghiệp Tư Nhân Mỹ Xuân,"83/4 ấp Mỹ Xuân,X. Dương Xuân Hội, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,122.97443609942906,1036.6585667875784
company_52,Doanh Nghiệp Tư Nhân Thành Đạt,"ấp 4, TT. Long Phú, H. Long Phú, Sóc Trăng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,176.05185013236812,1638.915793818218
company_53,Doanh Nghiệp Tư Nhân Thành Tâm Xay Xát,"Thôn Thái Thành, X. Hồng Thái, H. Bắc Bình, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,153.2202907087587,1609.1243283332701
company_54,Thành Lợi - DNTN,"ấp Phúc Lộc, X. Trung Nhứt,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.35229411648222,1533.4452163078417
company_55,Trí Thành - Công Ty TNHH Trí Thành,"131 ấp Khu 1, X. Thành Phú, H. Mỹ Xuyên, Sóc Trăng",No phone,No representative,No email,No description,Xây Dựng Dân Dụng,Xây Dựng Dân Dụng;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,108.98553935727611,1061.2421616346878
company_56,Doanh Nghiệp Tư Nhân Hồng Chấn Xay Xát,"Thôn An Phú, X. Hàm Chính,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,66.6367374989245,1928.1563046849285
company_57,Nhà Máy Xay Xát Nguyễn Văn Của,"X. Tuyên Thạnh,ấp Cái Cát, H. Mộc Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,113.23650605824812,915.0122819421347
