id,CompanyName,address,phone,representative,email,description,sector,ProductAndService,Market,Masothue,Year,Scale,Capacity,Price,formatted_address,latitude,longitude,place_id
company_12,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,119.92050102066334,813.6577052638969,"tt. Cờ Đỏ, Cờ Đỏ, Cần Thơ, Việt Nam",10.098075,105.4360963,ChIJaVit5UCYoDER81v-YZBmSIM
company_13,ánh Tuyết - Công Ty TNHH ánh Tuyết,"X. Tân Đông,ấp 1, H. Thạnh Hóa, Long An",No phone,No representative,No email,No description,"Thực Phẩm - Cung Cấp Thực Phẩm, Công Ty Thực Phẩm","Thực Phẩm - Cung Cấp Thực Phẩm, Công Ty Thực Phẩm;Xay Xát - Nhà Máy Xay Xát Lúa Gạo",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,88.87791644192498,1145.7059443057003,"Tân Đông, Thạnh Hóa, Long An, Việt Nam",10.6045227,106.287521,ChIJRwxeSmHGCjER7JlZ3n2akuw
company_14,Doanh Nghiệp Tư Nhân Anh Tuấn,"204 Tổ 18,Khóm 2, P. 6, Tp. Cao Lãnh, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,69.33218771620076,1256.3551384917032,"Tô Hiến Thành, Tp. Cao Lãnh, Đồng Tháp, Việt Nam",10.4506849,105.6361899,ChIJDfzC2gBlCjERMVOET1JgPk0
company_15,Doanh Nghiệp Tư Nhân Ba Vinh,"15/3 Khóm 3,TT. Lai Vung, H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,91.84880202786124,799.0948400183224,"TT. Lai Vung, Lai Vung, Đồng Tháp, Việt Nam",10.2943838,105.6471178,ChIJ_XBd9RJ5CjERZGKBsrZglNc
company_18,Doanh Nghiệp Tư Nhân Phú Lợi,"ấp Cây Cách, X. Bình Phú,H. Càng Long, Trà Vinh",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,179.9766076707471,1422.2921129755775,"Cầu Cây Cách, 405-397, QL53, Bình Phú, Càng Long, Trà Vinh, Việt Nam",9.9698254,106.2197571,ChIJtQycUokToDERsaOl6bufXRg
company_19,Doanh Nghiệp Tư Nhân Tấn Hữu,"234 ấp Tân Lợi A, X. Tân Dương,H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,109.8458184666614,1082.170054230799,"Tân Dương, Lai Vung, Đồng Tháp, Việt Nam",10.335001,105.7057792,ChIJaWxV_AJ8CjERrCP_AenyoHI
company_21,Đức Tạo - Công Ty TNHH Đức Tạo,"ấp Bình Hưng 2,X. Bình Mỹ, H. Châu Phú, An Giang",No phone,No representative,No email,No description,Thực Phẩm - Nhập Khẩu Và Phân Phối,Thực Phẩm - Nhập Khẩu Và Phân Phối;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,111.2940991403814,1622.6688706027608,"Bình Mỹ, Châu Phú, An Giang, Việt Nam",10.5250878,105.2779983,ChIJLeczmcUWCjERx6VBUkrB6Sg
company_22,Nhà Máy Xay Xát Thế Đào,"Lô 7,Khu B, TT. Hậu Nghĩa, H. Đức Hòa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,175.46796468367566,1038.5412369057676,"TT. Hậu Nghĩa, Đức Hòa, Long An, Việt Nam",10.9070312,106.3905338,ChIJD08tLjIoCzERpKtE_EhPKnE
company_26,Doanh Nghiệp Tư Nhân Mỹ Xuân,"83/4 ấp Mỹ Xuân,X. Dương Xuân Hội, H. Châu Thành, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,99.00235123625232,1264.9865361442894,"CFG5+RP, Dương Xuân Hội, Châu Thành, Long An, Việt Nam",10.427047,106.459305,ChIJzUr5dISzCjER4n2Dq-59_C0
company_27,Doanh Nghiệp Tư Nhân Minh Tâm,"ấp 6, X. Nhị Thành, H. Thủ Thừa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,59.03586846938516,679.2958285519654,"Ấp 6, Thạnh Đức, Bến Lức, Long An, Việt Nam",10.638653,106.4502977,ChIJV4KNOgXMCjERWGVBzIe_vII
company_28,Doanh Nghiệp Tư Nhân Phước Thành,"375 Nguyễn Đình Chiểu, P. 3, TX. Tân An, Long An",No phone,No representative,No email,"Doanh Nghiệp Tư Nhân Phước Thành chuyên cung cấp các sản phẩm thóc gạo với chất lượng tốt nhất, giá cả rẻ nhất thị trường để các sản phẩm của chúng tôi có thể đáp ứng được tất cả các mong muốn của khách hàng. Chúng tôi chuyên cung cấp các dịch vụ: say xát lúa gạo, dịch vụ đánh bóng gạo, sàng lọc gạo, thu mua sản phẩm thóc gạo..",Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo;Công ty thương mại;Nội tỉnh và lân cận,Nội tỉnh và lân cận,Từ 11  - 50 người,Doanh Nghiệp Tư Nhân Phước Thành,Công ty thương mại,185.1254208756273,835.6965083987346,"375 Nguyễn Đình Chiểu, Phường 3, Tân An, Long An, Việt Nam",10.5307734,106.4191186,ChIJa9AbvRe2CjERroyIK9SMYDs
company_29,Cơ Sở Hùng Lợi,"TK37/1 Nguyễn Cảnh Chân, P. Cầu Kho, Q. 1, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Máy Móc - Các Loại,Máy Móc - Các Loại;Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,82.01665366449436,1366.323126403543,"1 Hẻm 115 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh, Việt Nam",10.7601803,106.686488,El0xIEjhurttIDExNSBUcuG6p24gxJDDrG5oIFh1LCBQaMaw4budbmcgTmd1eeG7hW4gQ8awIFRyaW5oLCBRdeG6rW4gMSwgSOG7kyBDaMOtIE1pbmgsIFZpZXRuYW0iMBIuChQKEgmpKQ5eGi91MREybOMDDG1dCRABKhQKEgn3RW8AGi91MRGx13ZzY6o-MA
company_31,Nhà Máy Xay Xát Nguyễn Văn Của,"X. Tuyên Thạnh,ấp Cái Cát, H. Mộc Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.70939629789538,1021.2160422806496,"Tuyên Thạnh, Mộc Hóa, Long An, Việt Nam",10.778249,105.8877494,ChIJQYsTDzv6CjER910BreMABOU
company_32,Doanh Nghiệp Tư Nhân Tám Trang,"ấp Cầu, X. Khánh Hậu, TX. Tân An, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,137.87618359291272,1190.0908944963355,"Khánh Hậu, Tp. Tân An, Long An, Việt Nam",10.5099443,106.3787583,ChIJZwJXLAa3CjERNDk-Cb38Acw
company_33,Doanh Nghiệp Tư Nhân Trần ánh Loan,"ấp Thới Thuận B, TT. Thới Lai, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,93.91414286917416,1756.5110945120864,"3H86+VM3, TT. Thới Lai, Thới Lai, Cần Thơ, Việt Nam",10.067127,105.5616611,ChIJL-O3PgCboDEREJn7gMp_2zk
company_34,Nhà Máy Xay Xát Nguyễn Quang Cang,"ấp 3, X. Nhị Thành, H. Thủ Thừa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,131.54090510776868,1694.0098580040124,"Ấp 3, An Thạnh, Bến Lức, Long An, Việt Nam",10.6741475,106.4601143,ChIJFY9hLDXMCjERKzbFZvyOK94
company_35,Thắng Lợi - DNTN-Nhà Máy,"ấp Thạnh Phước 1,X. Trung An, H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,112.80268293636028,2045.0597684753984,"6GCQ+VQ2, Đ. Nguyễn Trọng Quyền, Trung Kiên, Cờ Đỏ, Cần Thơ, Việt Nam",10.222354,105.539466,ChIJX1MuHgCdoDER44gXnup_Iqw
company_36,Doanh Nghiệp Tư Nhân Lý Tưởng,"140A X. Long Thắng,ấp Hòa Bình, H. Lai Vung, Đồng Tháp",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,138.1204515731871,1049.3346892430973,"Long Thắng, Lai Vung, Đồng Tháp, Việt Nam",10.2428539,105.6999122,ChIJn8ly_FJ_CjERbIW_qotthKQ
company_38,Doanh Nghiệp Tư Nhân Ngô Kiều,"162 P. Ba Lang,Q. Cái Răng, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,136.9579433703683,1726.7202753004724,"Ba Láng, Cái Răng, Cần Thơ, Việt Nam",9.9832675,105.7380511,ChIJj1zHSJ2JoDERL60K5fRi-iY
company_39,Đại Thành - Công Ty TNHH Đại Thành,"ấp Khu 2, H. Mỹ Xuyên, X. Thạnh Phú, Sóc Trăng",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,161.9598822758496,600.7829953604431,"Thạnh Phú, Mỹ Xuyên, Sóc Trăng, Việt Nam",9.4994251,105.8642593,ChIJCfaO9JuroTERJVF3vhgwujk
company_40,Quang Minh - Công Ty TNHH Quang Minh,"ấp Thới Khánh, X. Thới Thạnh, H. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,163.88914070319623,1638.112475299556,"Cờ Đỏ, Cần Thơ, Việt Nam",10.1135304,105.4536718,ChIJCxfF0K6QoDERCKB7WjmwnT4
company_41,Dũng Liêm - Nhà Máy Xay Lúa,"113 Tố 11, ấp Lân Thạnh 1, X. Trung Kiên,H. Thốt Nốt, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,95.13266405770256,1655.616702518433,"Trung Kiên, Thốt Nốt, Cần Thơ, Việt Nam",10.2445942,105.5532993,ChIJI-uqCn6doDERUp0SU6lCIHI
company_42,Doanh Nghiệp Tư Nhân Kim Tú,"X. Hàm Thắng, Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,130.51081079280124,560.2045200574106,"Hàm Thắng, Hàm Thuận Bắc, Bình Thuận, Việt Nam",10.9725767,108.1250791,ChIJSex8KrecdjERrfqZCu3bkwI
company_43,Doanh Nghiệp Tư Nhân Đình Phúc,"Tổ 17, Thôn Trà Quang Nam, TT. Phù Mỹ, H. Phù Mỹ, Bình Định",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,89.54441291684049,1123.3587969622197,"tt. Phù Mỹ, Phù Mỹ, Bình Định, Việt Nam",14.1770135,109.0475121,ChIJvSjafskzbzERb53N6COyy_c
company_44,Thịnh Vượng - Công Ty TNHH Thịnh Vượng,"ấp Bình Hòa, X. Bình Lãng, H. Tân Trụ, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,123.26196668678904,1542.3296760600786,"Bình Hòa, Tân Trụ, Long An, Việt Nam",10.4756053,106.5209388,ChIJw_zKS8a0CjERpF0fqQMD5UI
company_45,Doanh Nghiệp Tư Nhân Văn Hoa,"86/1B Võ Tánh, TT. Cái Răng, H. Châu Thành, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,84.20102557554095,2455.199242673039,"86 Đ. Võ Tánh, Lê Bình, Cái Răng, Cần Thơ, Việt Nam",10.0044263,105.7467279,ChIJHdIW1a-JoDERm13yYruVVPI
company_46,Doanh Nghiệp Tư Nhân Duy Xuân Xay Xát,"Thôn Phú Lập, X. Hàm Phú,Q. Hàm Thuận Bắc, Bình Thuận",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,117.39993703961524,2084.0316171198187,"Hàm Phú, Hàm Thuận Bắc, Bình Thuận, Việt Nam",11.1557365,108.059866,ChIJY4TfUv6fdjERlCMuS4OQEWE
company_47,Ngọc Lựu - Công Ty TNHH Ngọc Lựu,"Tổ 14, ấp Bình Phú 2,X. Bình Hòa, H. Châu Thành, An Giang",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,60.483007732172666,934.9358177175162,"Bình Hòa, Châu Thành, An Giang, Việt Nam",10.463087,105.3423985,ChIJz5tI22oSCjERIDF5B3pXkmc
company_48,Doanh Nghiệp Tư Nhân Hoàng Khanh,"ấp Thạnh Hòa, H. Cờ Đỏ,TT. Cờ Đỏ, Tp. Cần Thơ",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,157.77203591126275,2187.051782325631,"tt. Cờ Đỏ, Cờ Đỏ, Cần Thơ, Việt Nam",10.098075,105.4360963,ChIJaVit5UCYoDER81v-YZBmSIM
company_49,Cơ Sở Nguyễn Thị Tư,"27/36/12/1 Bùi Tư Toàn, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh (TPHCM)",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,77.55039620325466,1215.789319096053,"27/36/70H Bùi Tư Toàn, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam",10.7332416,106.6175255,ChIJn94DTsMtdTERyTV7fZF0jQs
company_50,Doanh Nghiệp Tư Nhân Hưng Phát,"X. Thạnh Phước,H. Thạnh Hóa, Long An",No phone,No representative,No email,No description,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,Xay Xát - Nhà Máy Xay Xát Lúa Gạo,No tax code,No year,No scale,102.64252325388613,1263.9524500906036,"Thạnh Phước, Thạnh Hóa, Long An, Việt Nam",10.6798261,106.099291,ChIJY0kzruXoCjER1G6jMrjHBJ0
